invoice_no,customer_id,country,order_date,n_line_items,total_quantity,order_value
547843,18273,United Kingdom,2011-03-27,1,20,51.0
547844,15045,United Kingdom,2011-03-27,4,38,388.9
547845,16434,United Kingdom,2011-03-27,4,57,121.95
547846,18071,United Kingdom,2011-03-27,11,103,194.05
547850,14472,United Kingdom,2011-03-27,61,216,311.57
547860,17625,United Kingdom,2011-03-27,89,382,549.68
547861,16701,United Kingdom,2011-03-27,10,232,353.3
547862,12841,United Kingdom,2011-03-27,21,121,190.5
547863,12728,France,2011-03-27,7,59,128.05
547864,15716,United Kingdom,2011-03-27,16,101,115.26
547866,14878,United Kingdom,2011-03-27,14,181,197.89
547867,13357,United Kingdom,2011-03-27,85,322,609.95
547870,13668,United Kingdom,2011-03-27,20,75,173.77
547871,16931,United Kingdom,2011-03-27,49,158,277.43
547872,16777,United Kingdom,2011-03-27,35,50,177.25
547873,13240,United Kingdom,2011-03-27,22,73,203.39
547874,14476,United Kingdom,2011-03-27,17,132,215.7
547875,13408,United Kingdom,2011-03-27,13,350,612.38
547876,16638,United Kingdom,2011-03-27,11,38,254.0
547877,14573,United Kingdom,2011-03-27,20,41,165.83
547878,15939,United Kingdom,2011-03-27,3,170,131.3
547879,12877,United Kingdom,2011-03-27,5,60,83.16
547880,15426,United Kingdom,2011-03-27,34,106,251.56
547881,13110,United Kingdom,2011-03-27,31,67,192.34
547882,14911,EIRE,2011-03-28,38,744,489.0
547883,14755,United Kingdom,2011-03-28,17,184,307.76
547884,13481,United Kingdom,2011-03-28,43,471,665.28
547885,17314,United Kingdom,2011-03-28,7,88,220.8
547886,13652,United Kingdom,2011-03-28,20,178,329.44
547887,16245,United Kingdom,2011-03-28,30,258,453.98
547888,13368,United Kingdom,2011-03-28,27,314,538.0
547890,17227,United Kingdom,2011-03-28,6,100,223.9
547891,13266,United Kingdom,2011-03-28,19,401,302.22
547892,12669,France,2011-03-28,68,842,1028.3
547893,13552,United Kingdom,2011-03-28,5,23,191.25
547894,13552,United Kingdom,2011-03-28,9,160,277.8
547895,18118,United Kingdom,2011-03-28,24,42,113.14
547896,17841,United Kingdom,2011-03-28,58,119,246.61
547897,12792,Portugal,2011-03-28,24,215,344.54
547898,16523,United Kingdom,2011-03-28,14,108,374.7
547900,13649,United Kingdom,2011-03-28,8,72,148.8
547902,17765,United Kingdom,2011-03-28,19,44,121.25
547903,15039,United Kingdom,2011-03-28,36,245,407.09
547906,14410,United Kingdom,2011-03-28,63,127,214.07
547907,15083,United Kingdom,2011-03-28,5,38,88.2
547909,15033,United Kingdom,2011-03-28,34,117,179.73
547910,14159,United Kingdom,2011-03-28,116,402,458.87
547911,14127,United Kingdom,2011-03-28,9,36,137.6
547912,18010,United Kingdom,2011-03-28,14,60,174.8
547914,12594,Italy,2011-03-28,12,162,279.5
547918,15249,United Kingdom,2011-03-28,60,478,1001.82
547919,13760,United Kingdom,2011-03-28,28,96,135.09
547920,14730,United Kingdom,2011-03-28,24,87,116.41
547921,14766,United Kingdom,2011-03-28,39,466,628.66
547922,15624,United Kingdom,2011-03-28,10,54,183.9
547923,14344,United Kingdom,2011-03-28,4,23,82.55
547924,17749,United Kingdom,2011-03-28,22,257,369.01
547925,12481,Germany,2011-03-28,27,421,530.86
547926,12481,Germany,2011-03-28,10,268,229.48
547934,12474,Germany,2011-03-28,16,156,239.2
547935,15874,United Kingdom,2011-03-28,8,44,240.35
547936,15874,United Kingdom,2011-03-28,12,23,56.05
547937,15068,United Kingdom,2011-03-28,39,130,239.96
547938,13901,United Kingdom,2011-03-28,23,244,433.9
547939,15611,United Kingdom,2011-03-28,1,10,127.5
547940,16814,United Kingdom,2011-03-28,22,187,460.23
547941,16692,United Kingdom,2011-03-28,1,150,1117.5
547942,14538,United Kingdom,2011-03-28,3,30,106.5
547944,12971,United Kingdom,2011-03-28,3,49,106.95
547945,14851,United Kingdom,2011-03-28,14,139,206.13
547946,12971,United Kingdom,2011-03-28,3,36,116.4
547947,15032,United Kingdom,2011-03-28,22,1310,2188.5
547949,14021,United Kingdom,2011-03-28,3,54,198.9
547960,15644,United Kingdom,2011-03-28,45,95,184.57
547962,12957,United Kingdom,2011-03-28,24,251,330.51
547963,13037,United Kingdom,2011-03-28,15,158,250.42
547965,15809,United Kingdom,2011-03-28,4,58,63.42
547969,17238,United Kingdom,2011-03-28,37,145,250.76
547970,17238,United Kingdom,2011-03-28,1,1,4.95
547971,17917,United Kingdom,2011-03-28,32,75,119.55
547972,12557,Spain,2011-03-28,5,550,817.5
547985,16455,United Kingdom,2011-03-29,19,196,413.7
547986,18177,United Kingdom,2011-03-29,10,79,169.05
547987,17428,United Kingdom,2011-03-29,29,436,444.52
547990,15589,United Kingdom,2011-03-29,16,94,263.58
547991,15589,United Kingdom,2011-03-29,1,24,30.0
548003,18044,United Kingdom,2011-03-29,18,140,289.25
548005,14128,United Kingdom,2011-03-29,22,269,305.54
548006,18226,United Kingdom,2011-03-29,22,235,428.05
548007,13769,United Kingdom,2011-03-29,17,133,300.75
548010,14646,Netherlands,2011-03-29,15,1070,2527.94
548011,14646,Netherlands,2011-03-29,89,11116,15719.56
548012,17377,United Kingdom,2011-03-29,13,118,317.56
548013,17874,United Kingdom,2011-03-29,4,48,65.16
548014,17719,United Kingdom,2011-03-29,39,437,579.83
548016,16871,United Kingdom,2011-03-29,2,36,35.04
548017,16871,United Kingdom,2011-03-29,21,203,357.25
548033,14441,United Kingdom,2011-03-29,13,108,356.84
548038,15696,United Kingdom,2011-03-29,18,140,317.9
548144,13798,United Kingdom,2011-03-29,2,164,328.2
548148,17931,United Kingdom,2011-03-29,49,164,297.2
548150,17315,United Kingdom,2011-03-29,19,144,142.28
548151,13803,United Kingdom,2011-03-29,17,121,277.07
548152,17398,United Kingdom,2011-03-29,19,182,305.68
548153,15129,United Kingdom,2011-03-29,13,368,304.4
548154,17675,United Kingdom,2011-03-29,21,173,465.7
548156,14871,United Kingdom,2011-03-29,20,38,108.2
548157,14298,United Kingdom,2011-03-29,14,920,1518.0
548158,15906,United Kingdom,2011-03-29,28,92,341.93
548159,15906,United Kingdom,2011-03-29,4,16,69.4
548160,16253,United Kingdom,2011-03-29,53,1340,1700.4
548169,14680,United Kingdom,2011-03-29,29,1250,2106.46
548170,15290,United Kingdom,2011-03-29,9,111,280.85
548171,16422,United Kingdom,2011-03-29,14,1215,963.01
548172,15738,United Kingdom,2011-03-29,13,253,328.15
548176,13439,United Kingdom,2011-03-29,54,242,283.71
548177,12888,United Kingdom,2011-03-29,4,52,272.76
548178,14367,United Kingdom,2011-03-29,27,321,504.61
548185,15628,United Kingdom,2011-03-29,22,173,371.83
548186,13777,United Kingdom,2011-03-29,8,254,539.3
548188,13263,United Kingdom,2011-03-29,52,174,243.81
548189,16607,United Kingdom,2011-03-29,11,163,141.41
548190,17511,United Kingdom,2011-03-29,3,42,258.18
548192,17364,United Kingdom,2011-03-29,23,137,247.45
548196,16011,United Kingdom,2011-03-29,8,63,118.55
548197,13588,United Kingdom,2011-03-29,8,48,113.3
548198,16712,United Kingdom,2011-03-29,50,133,351.01
548199,16945,United Kingdom,2011-03-29,20,222,287.04
548202,16980,United Kingdom,2011-03-29,9,370,346.6
548208,14189,United Kingdom,2011-03-29,18,224,314.1
548210,14606,United Kingdom,2011-03-29,40,132,338.41
548211,14646,Netherlands,2011-03-30,16,1208,1807.04
548212,12456,Switzerland,2011-03-30,40,441,780.17
548213,15521,United Kingdom,2011-03-30,33,433,475.69
548214,13720,United Kingdom,2011-03-30,17,204,266.2
548215,15674,United Kingdom,2011-03-30,19,198,355.12
548216,12971,United Kingdom,2011-03-30,1,36,91.8
548217,17616,United Kingdom,2011-03-30,1,32,81.6
548218,13999,United Kingdom,2011-03-30,16,214,301.48
548222,17306,United Kingdom,2011-03-30,3,308,396.6
548223,17306,United Kingdom,2011-03-30,1,144,152.64
548234,17594,United Kingdom,2011-03-30,14,220,315.0
548242,16218,United Kingdom,2011-03-30,8,126,216.3
548245,12823,United Kingdom,2011-03-30,1,60,459.0
548255,13078,United Kingdom,2011-03-30,17,115,383.07
548256,17775,United Kingdom,2011-03-30,3,72,56.4
548257,13802,United Kingdom,2011-03-30,28,1104,2161.32
548258,14146,United Kingdom,2011-03-30,30,260,662.3
548259,14099,United Kingdom,2011-03-30,28,236,244.13
548260,15373,United Kingdom,2011-03-30,21,48,176.21
548267,16954,United Kingdom,2011-03-30,3,58,180.38
548276,17863,United Kingdom,2011-03-30,18,416,481.2
548289,13988,United Kingdom,2011-03-30,43,426,631.06
548293,13798,United Kingdom,2011-03-30,10,628,1012.6
548308,17220,United Kingdom,2011-03-30,60,204,417.75
548309,16657,United Kingdom,2011-03-30,65,463,242.55
548311,13728,United Kingdom,2011-03-30,12,92,183.0
548312,16059,United Kingdom,2011-03-30,47,144,384.45
548313,15353,United Kingdom,2011-03-30,48,212,465.37
548314,16949,United Kingdom,2011-03-30,9,77,127.79
548315,16019,United Kingdom,2011-03-30,7,60,303.32
548316,17929,United Kingdom,2011-03-30,1,24,238.8
548317,18179,United Kingdom,2011-03-30,18,250,270.26
548318,13113,United Kingdom,2011-03-30,6,121,453.05
548319,14180,United Kingdom,2011-03-30,15,38,245.2
548320,12709,Germany,2011-03-30,6,172,382.7
548323,15424,United Kingdom,2011-03-30,9,386,193.5
548324,13316,United Kingdom,2011-03-30,11,2048,1622.48
548325,13509,United Kingdom,2011-03-30,15,386,313.5
548326,15424,United Kingdom,2011-03-30,8,168,189.84
548327,16788,United Kingdom,2011-03-30,60,186,295.52
548329,16584,United Kingdom,2011-03-30,14,488,611.94
548330,14810,United Kingdom,2011-03-30,22,65,136.99
548331,13047,United Kingdom,2011-03-30,20,193,427.15
548332,15364,United Kingdom,2011-03-30,3,84,331.8
548333,15189,United Kingdom,2011-03-30,4,38,132.7
548334,18108,United Kingdom,2011-03-30,17,84,271.0
548335,14272,United Kingdom,2011-03-30,8,87,132.09
548336,13082,United Kingdom,2011-03-30,4,612,435.0
548337,18198,United Kingdom,2011-03-30,16,233,284.67
548338,16558,United Kingdom,2011-03-30,12,171,174.31
548340,13426,United Kingdom,2011-03-30,22,311,306.39
548349,15812,United Kingdom,2011-03-30,3,388,519.96
548351,13001,United Kingdom,2011-03-30,24,502,850.82
548353,15980,United Kingdom,2011-03-30,20,592,760.18
548354,15981,United Kingdom,2011-03-30,13,376,600.0
548358,15832,United Kingdom,2011-03-30,54,465,836.79
548359,14828,United Kingdom,2011-03-30,3,696,493.92
548361,16092,United Kingdom,2011-03-30,20,211,310.87
548363,12428,Finland,2011-03-30,9,336,158.4
548367,17677,United Kingdom,2011-03-30,23,861,1337.78
548368,17677,United Kingdom,2011-03-30,4,40,70.92
548370,15528,United Kingdom,2011-03-30,26,123,229.33
548371,17757,United Kingdom,2011-03-30,9,378,353.7
548372,14572,United Kingdom,2011-03-30,3,31,116.45
548388,13268,United Kingdom,2011-03-30,52,458,457.42
548400,17400,United Kingdom,2011-03-30,54,285,632.8
548401,14479,United Kingdom,2011-03-31,8,59,141.85
548403,14794,United Kingdom,2011-03-31,1,1,16.95
548404,16398,United Kingdom,2011-03-31,63,503,1169.95
548405,17088,United Kingdom,2011-03-31,55,355,1015.83
548406,15061,United Kingdom,2011-03-31,11,500,872.56
548407,16401,United Kingdom,2011-03-31,17,376,306.6
548408,17438,United Kingdom,2011-03-31,17,103,388.45
548409,12731,France,2011-03-31,33,946,1937.06
548410,12731,France,2011-03-31,4,132,413.4
548412,12601,Germany,2011-03-31,2,48,93.0
548447,17315,United Kingdom,2011-03-31,4,147,205.75
548448,18041,United Kingdom,2011-03-31,12,275,225.49
548449,14911,EIRE,2011-03-31,8,44,118.4
548450,15856,United Kingdom,2011-03-31,26,379,516.29
548451,17365,United Kingdom,2011-03-31,63,785,543.6
548452,13060,United Kingdom,2011-03-31,15,123,307.53
548455,14790,United Kingdom,2011-03-31,10,136,152.16
548457,13468,United Kingdom,2011-03-31,5,24,102.4
548458,15632,United Kingdom,2011-03-31,9,48,300.6
548459,14890,United Kingdom,2011-03-31,7,51,125.65
548461,14527,United Kingdom,2011-03-31,22,53,141.51
548466,16386,United Kingdom,2011-03-31,4,26,61.1
548468,14818,United Kingdom,2011-03-31,13,31,118.25
548470,12782,Portugal,2011-03-31,15,172,359.52
548484,13571,United Kingdom,2011-03-31,27,77,145.27
548486,12909,United Kingdom,2011-03-31,16,167,278.65
548489,12619,Germany,2011-03-31,5,44,205.98
548490,12909,United Kingdom,2011-03-31,27,431,624.8
548491,14064,United Kingdom,2011-03-31,8,906,375.35
548492,17841,United Kingdom,2011-03-31,36,115,213.0
548493,16839,United Kingdom,2011-03-31,10,314,840.38
548494,16698,United Kingdom,2011-03-31,4,520,1182.0
548496,12678,France,2011-03-31,35,2271,3243.13
548497,13089,United Kingdom,2011-03-31,57,725,1622.41
548498,16681,United Kingdom,2011-03-31,12,246,301.6
548499,17075,United Kingdom,2011-03-31,16,60,133.47
548500,17071,United Kingdom,2011-03-31,22,148,204.78
548501,15894,United Kingdom,2011-03-31,3,53,106.81
548506,18037,United Kingdom,2011-03-31,2,2,3.9
548507,13573,United Kingdom,2011-03-31,3,10,31.77
548509,14543,United Kingdom,2011-03-31,5,64,296.2
548510,17861,United Kingdom,2011-03-31,34,255,216.12
548511,14056,United Kingdom,2011-03-31,27,86,276.94
548512,14410,United Kingdom,2011-03-31,14,40,136.6
548520,13126,United Kingdom,2011-03-31,19,431,320.17
548521,17735,United Kingdom,2011-03-31,41,626,652.52
548529,18223,United Kingdom,2011-03-31,24,217,490.99
548530,17400,United Kingdom,2011-03-31,2,4,11.8
548531,14031,United Kingdom,2011-03-31,5,216,1170.0
548533,13883,United Kingdom,2011-03-31,46,457,980.41
548534,18172,United Kingdom,2011-03-31,15,184,269.62
548541,14957,United Kingdom,2011-03-31,12,34,58.49
548542,13918,United Kingdom,2011-03-31,8,100,198.2
548544,14525,United Kingdom,2011-03-31,13,288,353.45
548545,13118,United Kingdom,2011-03-31,19,127,423.55
548546,16600,United Kingdom,2011-03-31,9,186,111.6
548547,17212,United Kingdom,2011-03-31,4,147,226.85
548548,17781,United Kingdom,2011-03-31,2,8,102.0
548549,16365,United Kingdom,2011-03-31,3,102,120.9
548550,18161,United Kingdom,2011-04-01,12,109,244.79
548551,14886,United Kingdom,2011-04-01,18,160,364.8
548552,17613,United Kingdom,2011-04-01,10,71,239.75
548553,12523,France,2011-04-01,9,88,138.75
548554,13694,United Kingdom,2011-04-01,19,1420,888.2
548555,13758,United Kingdom,2011-04-01,15,108,316.9
548556,13694,United Kingdom,2011-04-01,2,122,237.9
548557,15018,United Kingdom,2011-04-01,12,73,180.09
548558,13626,United Kingdom,2011-04-01,19,209,257.23
548559,16214,United Kingdom,2011-04-01,5,34,206.7
548560,13468,United Kingdom,2011-04-01,8,200,297.12
548561,16609,United Kingdom,2011-04-01,35,255,557.53
548563,18118,United Kingdom,2011-04-01,17,47,125.63
548565,16180,United Kingdom,2011-04-01,13,228,413.88
548566,17288,United Kingdom,2011-04-01,6,110,127.3
548567,17965,United Kingdom,2011-04-01,26,87,270.1
548568,14543,United Kingdom,2011-04-01,9,27,248.56
548606,12731,France,2011-04-01,3,240,252.0
548608,13462,United Kingdom,2011-04-01,9,62,151.5
548610,15860,United Kingdom,2011-04-01,35,101,292.85
548611,18230,United Kingdom,2011-04-01,16,210,386.22
548612,13137,United Kingdom,2011-04-01,114,392,645.91
548613,13694,United Kingdom,2011-04-01,1,84,35.28
548614,14419,United Kingdom,2011-04-01,36,107,183.46
548616,18263,United Kingdom,2011-04-01,15,328,307.6
548617,16592,United Kingdom,2011-04-01,18,333,337.51
548618,15197,United Kingdom,2011-04-01,12,124,216.75
548619,16592,United Kingdom,2011-04-01,1,12,9.96
548621,16960,United Kingdom,2011-04-01,44,92,199.58
548622,13636,United Kingdom,2011-04-01,16,153,249.6
548623,13841,United Kingdom,2011-04-01,1,100,85.0
548627,16333,United Kingdom,2011-04-01,5,3080,1445.6
548629,16333,United Kingdom,2011-04-01,1,192,355.2
548630,16333,United Kingdom,2011-04-01,1,192,355.2
548631,13184,United Kingdom,2011-04-01,12,76,116.4
548632,17701,United Kingdom,2011-04-01,24,109,417.95
548633,16333,United Kingdom,2011-04-01,1,864,915.84
548634,12877,United Kingdom,2011-04-01,5,34,87.1
548635,16333,United Kingdom,2011-04-01,2,1432,538.72
548636,15601,United Kingdom,2011-04-01,21,215,266.85
548640,17580,United Kingdom,2011-04-01,1,6,47.7
548641,16333,United Kingdom,2011-04-01,1,312,577.2
548642,17287,United Kingdom,2011-04-01,15,120,145.24
548643,14680,United Kingdom,2011-04-01,1,100,72.0
548644,15291,United Kingdom,2011-04-01,2,288,396.0
548645,17457,United Kingdom,2011-04-01,2,114,313.38
548648,12949,United Kingdom,2011-04-01,75,909,1534.3
548649,18179,United Kingdom,2011-04-01,1,100,210.0
548650,14852,United Kingdom,2011-04-01,24,368,490.4
548651,14970,United Kingdom,2011-04-01,7,65,444.75
548652,16928,United Kingdom,2011-04-01,5,108,135.0
548654,12569,Germany,2011-04-01,9,108,222.68
548655,15605,United Kingdom,2011-04-01,20,130,312.58
548656,12748,United Kingdom,2011-04-01,6,6,16.7
548657,12748,United Kingdom,2011-04-01,2,2,8.8
548658,15179,United Kingdom,2011-04-01,1,40,102.0
548659,13418,United Kingdom,2011-04-01,29,425,362.24
548660,13169,United Kingdom,2011-04-01,6,96,505.2
548664,14911,EIRE,2011-04-01,67,713,1407.19
548665,14854,United Kingdom,2011-04-01,7,100,193.08
548666,13124,United Kingdom,2011-04-01,79,693,1317.8
548668,16162,United Kingdom,2011-04-01,2,4,37.4
548669,15691,United Kingdom,2011-04-01,2,72,136.8
548670,15356,United Kingdom,2011-04-01,54,122,212.13
548673,13767,United Kingdom,2011-04-01,11,128,291.44
548686,15856,United Kingdom,2011-04-01,24,553,785.5
548687,14195,United Kingdom,2011-04-01,5,736,828.4
548696,17243,United Kingdom,2011-04-03,7,48,142.5
548697,15482,United Kingdom,2011-04-03,6,184,713.8
548698,18109,United Kingdom,2011-04-03,29,86,259.6
548700,13623,United Kingdom,2011-04-03,10,19,146.99
548701,17629,United Kingdom,2011-04-03,35,219,266.36
548702,17085,United Kingdom,2011-04-03,27,151,244.5
548703,16010,United Kingdom,2011-04-03,36,103,178.65
548704,17381,United Kingdom,2011-04-03,7,1897,937.71
548705,17381,United Kingdom,2011-04-03,3,444,189.12
548706,13408,United Kingdom,2011-04-03,4,106,231.3
548707,13781,United Kingdom,2011-04-03,17,30,127.84
548708,13269,United Kingdom,2011-04-03,93,515,704.6
548709,17744,United Kingdom,2011-04-03,12,364,280.56
548710,16678,United Kingdom,2011-04-03,17,188,282.6
548711,18116,United Kingdom,2011-04-03,88,113,201.01
548712,17050,United Kingdom,2011-04-03,66,367,687.13
548714,17337,United Kingdom,2011-04-03,150,264,467.3
548715,17758,United Kingdom,2011-04-03,65,407,583.79
548716,14023,United Kingdom,2011-04-03,16,162,273.14
548718,14156,EIRE,2011-04-04,14,1162,2183.82
548726,13767,United Kingdom,2011-04-04,12,146,367.74
548728,13198,United Kingdom,2011-04-04,67,835,903.01
548730,17669,United Kingdom,2011-04-04,7,234,475.5
548732,16142,United Kingdom,2011-04-04,37,422,535.34
548733,17648,United Kingdom,2011-04-04,36,169,583.87
548734,13059,United Kingdom,2011-04-04,8,35,183.4
548735,15039,United Kingdom,2011-04-04,33,181,435.56
548736,13984,United Kingdom,2011-04-04,1,408,432.48
548737,12682,France,2011-04-04,26,293,513.55
548739,15493,United Kingdom,2011-04-04,52,106,412.49
548740,13319,United Kingdom,2011-04-04,27,216,599.84
548741,16224,United Kingdom,2011-04-04,14,79,167.47
548742,14688,United Kingdom,2011-04-04,26,266,375.16
548743,14895,United Kingdom,2011-04-04,18,181,500.35
548744,17725,United Kingdom,2011-04-04,15,159,313.29
548745,12471,Germany,2011-04-04,26,347,570.29
548746,12471,Germany,2011-04-04,1,40,50.0
548747,15223,United Kingdom,2011-04-04,12,115,300.85
548749,13004,United Kingdom,2011-04-04,31,448,451.78
548757,17419,United Kingdom,2011-04-04,18,144,357.5
548768,17886,United Kingdom,2011-04-04,15,93,223.19
548780,13294,United Kingdom,2011-04-04,32,317,483.65
548792,14711,United Kingdom,2011-04-04,37,126,215.01
548796,15752,United Kingdom,2011-04-04,53,340,403.78
548801,15289,United Kingdom,2011-04-04,19,333,375.45
548806,13098,United Kingdom,2011-04-04,8,168,357.7
548807,16422,United Kingdom,2011-04-04,18,1648,2298.0
548808,17774,United Kingdom,2011-04-04,40,123,375.0
548856,15311,United Kingdom,2011-04-04,3,12,25.09
548858,14911,EIRE,2011-04-04,14,76,214.3
548859,13668,United Kingdom,2011-04-04,24,112,221.25
548860,13263,United Kingdom,2011-04-04,64,254,404.82
548861,18185,United Kingdom,2011-04-04,17,183,304.25
548862,17956,United Kingdom,2011-04-04,1,1,12.75
548863,15311,United Kingdom,2011-04-04,45,1050,1713.74
548864,15756,United Kingdom,2011-04-04,39,45,123.59
548865,14747,United Kingdom,2011-04-04,18,84,328.2
548867,14719,United Kingdom,2011-04-04,40,188,223.46
548868,13015,United Kingdom,2011-04-04,32,187,556.77
548869,17114,United Kingdom,2011-04-04,16,20,130.2
548870,14606,United Kingdom,2011-04-04,42,58,129.18
548871,14410,United Kingdom,2011-04-04,6,76,91.48
548872,13015,United Kingdom,2011-04-04,7,88,108.0
548873,12971,United Kingdom,2011-04-04,3,92,214.2
548874,17716,United Kingdom,2011-04-04,37,386,786.16
548892,18044,United Kingdom,2011-04-04,7,27,124.15
548896,13767,United Kingdom,2011-04-04,14,150,297.28
548898,17214,United Kingdom,2011-04-04,21,63,160.57
548899,15838,United Kingdom,2011-04-04,6,428,825.96
548900,17848,United Kingdom,2011-04-04,13,141,174.46
548907,15521,United Kingdom,2011-04-05,3,22,505.0
548909,12779,Poland,2011-04-05,25,432,705.84
548910,17940,United Kingdom,2011-04-05,2,1296,259.2
548911,12951,United Kingdom,2011-04-05,9,55,155.19
548912,16586,United Kingdom,2011-04-05,8,95,463.95
548916,14849,United Kingdom,2011-04-05,26,377,422.34
548917,16817,United Kingdom,2011-04-05,12,70,215.9
548918,16105,United Kingdom,2011-04-05,13,330,336.96
548919,13013,United Kingdom,2011-04-05,31,355,649.32
548920,13018,United Kingdom,2011-04-05,31,441,493.45
548940,15061,United Kingdom,2011-04-05,1,96,81.6
548942,15938,United Kingdom,2011-04-05,3,84,105.0
548952,15572,United Kingdom,2011-04-05,50,207,430.13
548955,12348,Finland,2011-04-05,4,268,327.0
548968,12744,Singapore,2011-04-05,52,1384,2118.74
548969,14646,Netherlands,2011-04-05,9,636,1129.2
548970,14646,Netherlands,2011-04-05,6,700,1155.0
548971,16919,United Kingdom,2011-04-05,25,90,184.84
548973,15674,United Kingdom,2011-04-05,19,198,355.12
548974,15194,United Kingdom,2011-04-05,16,145,335.07
548975,17596,United Kingdom,2011-04-05,16,729,354.29
548978,15727,United Kingdom,2011-04-05,46,393,784.45
548979,13798,United Kingdom,2011-04-05,3,222,382.82
548981,15442,United Kingdom,2011-04-05,2,120,594.0
548983,16906,United Kingdom,2011-04-05,21,45,114.64
548984,14546,United Kingdom,2011-04-05,96,357,561.29
548985,16422,United Kingdom,2011-04-05,1,84,105.0
548987,14535,United Kingdom,2011-04-05,92,462,853.97
548988,17618,United Kingdom,2011-04-05,13,86,346.5
548990,16170,United Kingdom,2011-04-05,16,202,316.02
548991,16915,United Kingdom,2011-04-05,23,29,112.49
548992,13089,United Kingdom,2011-04-05,32,250,838.08
548993,12753,Japan,2011-04-05,32,1626,3599.38
549007,17470,United Kingdom,2011-04-05,20,489,304.13
549012,16394,United Kingdom,2011-04-05,24,403,306.89
549014,17841,United Kingdom,2011-04-05,66,220,226.06
549015,15244,United Kingdom,2011-04-05,15,240,297.94
549016,16696,United Kingdom,2011-04-05,2,12,35.4
549017,15145,United Kingdom,2011-04-05,26,251,422.23
549018,17492,United Kingdom,2011-04-05,12,155,374.57
549020,13525,United Kingdom,2011-04-05,2,208,282.88
549021,13468,United Kingdom,2011-04-05,12,93,173.24
549022,12901,United Kingdom,2011-04-05,1,12,83.4
549026,17409,United Kingdom,2011-04-05,5,41,260.55
549027,17857,United Kingdom,2011-04-05,4,1600,5424.0
549044,16161,United Kingdom,2011-04-06,21,165,345.35
549046,15291,United Kingdom,2011-04-06,5,72,303.4
549047,17783,United Kingdom,2011-04-06,30,53,112.41
549048,17811,United Kingdom,2011-04-06,6,42,113.1
549052,17682,United Kingdom,2011-04-06,19,185,365.79
549053,13863,United Kingdom,2011-04-06,20,224,305.78
549054,17719,United Kingdom,2011-04-06,12,109,312.19
549055,13515,United Kingdom,2011-04-06,13,180,203.4
549056,15917,United Kingdom,2011-04-06,12,42,123.1
549059,15529,United Kingdom,2011-04-06,17,99,198.91
549099,16241,United Kingdom,2011-04-06,60,116,229.27
549101,14606,United Kingdom,2011-04-06,20,92,146.92
549102,13266,United Kingdom,2011-04-06,11,433,303.95
549104,15311,United Kingdom,2011-04-06,12,517,703.54
549105,17440,United Kingdom,2011-04-06,2,144,117.6
549106,17045,United Kingdom,2011-04-06,1,1,39.95
549107,17440,United Kingdom,2011-04-06,1,18,7.02
549115,13098,United Kingdom,2011-04-06,35,1120,1722.02
549116,16670,United Kingdom,2011-04-06,34,444,554.38
549117,13491,United Kingdom,2011-04-06,11,192,136.92
549118,14911,EIRE,2011-04-06,65,655,955.99
549119,14220,United Kingdom,2011-04-06,10,138,319.42
549120,14587,United Kingdom,2011-04-06,34,72,178.4
549121,17140,United Kingdom,2011-04-06,16,302,465.32
549123,15201,United Kingdom,2011-04-06,19,308,301.48
549124,16672,United Kingdom,2011-04-06,8,150,480.9
549125,14964,United Kingdom,2011-04-06,13,143,206.21
549126,16031,United Kingdom,2011-04-06,39,219,305.63
549127,14403,United Kingdom,2011-04-06,14,274,790.7
549128,16713,United Kingdom,2011-04-06,46,167,305.26
549129,17042,United Kingdom,2011-04-06,42,329,273.21
549130,14701,United Kingdom,2011-04-06,35,129,275.1
549131,16378,United Kingdom,2011-04-06,3,42,75.9
549148,14534,United Kingdom,2011-04-06,23,141,187.7
549153,13771,United Kingdom,2011-04-06,49,594,871.6
549154,17690,United Kingdom,2011-04-06,19,88,311.6
549169,17906,United Kingdom,2011-04-06,12,26,72.9
549182,15646,United Kingdom,2011-04-07,11,140,150.24
549183,14239,United Kingdom,2011-04-07,6,53,144.95
549185,18272,United Kingdom,2011-04-07,33,512,639.82
549186,15838,United Kingdom,2011-04-07,1,72,270.0
549187,16144,United Kingdom,2011-04-07,1,16,175.2
549188,13731,United Kingdom,2011-04-07,20,166,308.12
549189,15235,United Kingdom,2011-04-07,13,98,229.3
549190,13748,United Kingdom,2011-04-07,8,84,229.4
549192,14961,United Kingdom,2011-04-07,13,239,348.85
549193,12580,Germany,2011-04-07,23,236,379.7
549196,14911,EIRE,2011-04-07,22,271,356.23
549206,15281,United Kingdom,2011-04-07,5,32,104.4
549222,12347,Iceland,2011-04-07,24,483,636.25
549225,13777,United Kingdom,2011-04-07,3,96,326.4
549233,14912,Italy,2011-04-07,14,445,482.79
549234,16515,United Kingdom,2011-04-07,21,111,301.82
549235,15530,United Kingdom,2011-04-07,49,324,553.13
549237,13950,United Kingdom,2011-04-07,7,81,179.31
549238,14667,United Kingdom,2011-04-07,31,205,388.77
549239,13102,United Kingdom,2011-04-07,11,174,245.46
549240,15910,United Kingdom,2011-04-07,31,82,118.89
549241,15719,United Kingdom,2011-04-07,61,169,336.38
549242,14911,EIRE,2011-04-07,10,118,177.18
549243,16043,United Kingdom,2011-04-07,4,102,144.1
549245,15005,United Kingdom,2011-04-07,33,92,143.16
549246,15939,United Kingdom,2011-04-07,10,820,1072.2
