invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,line_total
537387,71053,WHITE METAL LANTERN,4,2010-12-06 13:34:00,3.75,13468,United Kingdom,15.0
537390,40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,1,2010-12-06 13:47:00,0.85,16658,United Kingdom,0.85
537390,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,4,2010-12-06 13:47:00,7.95,16658,United Kingdom,31.8
537390,22456,NATURAL SLATE CHALKBOARD LARGE,1,2010-12-06 13:47:00,4.95,16658,United Kingdom,4.95
537390,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,2010-12-06 13:47:00,1.25,16658,United Kingdom,7.5
537391,22626,BLACK KITCHEN SCALES,2,2010-12-06 13:53:00,8.5,16550,United Kingdom,17.0
537391,82580,BATHROOM METAL SIGN,3,2010-12-06 13:53:00,0.55,16550,United Kingdom,1.65
537393,22867,HAND WARMER BIRD DESIGN,96,2010-12-06 13:59:00,1.85,13089,United Kingdom,177.6
537394,22962,JAM JAR WITH PINK LID,12,2010-12-06 14:00:00,0.85,13089,United Kingdom,10.2
537395,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-12-06 14:05:00,3.75,15356,United Kingdom,3.75
537395,22633,HAND WARMER UNION JACK,6,2010-12-06 14:05:00,2.1,15356,United Kingdom,12.6
537395,22630,DOLLY GIRL LUNCH BOX,1,2010-12-06 14:05:00,1.95,15356,United Kingdom,1.95
537396,22560,TRADITIONAL MODELLING CLAY,3,2010-12-06 14:08:00,1.25,17223,United Kingdom,3.75
537397,22855,FINE WICKER HEART,36,2010-12-06 14:19:00,1.25,16817,United Kingdom,45.0
537397,22834,HAND WARMER BABUSHKA DESIGN,12,2010-12-06 14:19:00,2.1,16817,United Kingdom,25.2
537397,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2010-12-06 14:19:00,2.95,16817,United Kingdom,35.4
537399,21866,UNION JACK FLAG LUGGAGE TAG,3,2010-12-06 14:31:00,1.25,13030,United Kingdom,3.75
537399,22494,EMERGENCY FIRST AID TIN,1,2010-12-06 14:31:00,1.25,13030,United Kingdom,1.25
537399,22815,CARD PSYCHEDELIC APPLES,12,2010-12-06 14:31:00,0.42,13030,United Kingdom,5.04
537399,22505,MEMO BOARD COTTAGE DESIGN,4,2010-12-06 14:31:00,4.95,13030,United Kingdom,19.8
537399,21677,HEARTS  STICKERS,6,2010-12-06 14:31:00,0.85,13030,United Kingdom,5.1
537399,20986,BLUE CALCULATOR RULER,3,2010-12-06 14:31:00,1.25,13030,United Kingdom,3.75
537400,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,2010-12-06 14:36:00,3.25,17191,United Kingdom,13.0
537400,22450,SILK PURSE BABUSHKA BLUE,1,2010-12-06 14:36:00,3.35,17191,United Kingdom,3.35
537403,20974,12 PENCILS SMALL TUBE SKULL,2,2010-12-06 14:43:00,0.65,17191,United Kingdom,1.3
537404,21865,PINK UNION JACK  PASSPORT COVER,1,2010-12-06 14:46:00,2.1,17191,United Kingdom,2.1
537405,20966,SANDWICH BATH SPONGE,2,2010-12-06 14:51:00,1.25,17841,United Kingdom,2.5
537409,21262,WHITE GOOSE FEATHER CHRISTMAS TREE,6,2010-12-06 15:00:00,2.95,15194,United Kingdom,17.7
537409,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2010-12-06 15:00:00,3.95,15194,United Kingdom,47.4
537415,22694,WICKER STAR,12,2010-12-06 15:09:00,2.1,16654,United Kingdom,25.2
537415,22956,36 FOIL HEART CAKE CASES,6,2010-12-06 15:09:00,2.1,16654,United Kingdom,12.6
537415,22960,JAM MAKING SET WITH JARS,6,2010-12-06 15:09:00,4.25,16654,United Kingdom,25.5
537418,22727,ALARM CLOCK BAKELIKE RED,1,2010-12-06 15:13:00,3.75,17884,United Kingdom,3.75
537418,22952,60 CAKE CASES VINTAGE CHRISTMAS,1,2010-12-06 15:13:00,0.55,17884,United Kingdom,0.55
537418,21187,WHITE BELL HONEYCOMB PAPER GARLAND,4,2010-12-06 15:13:00,1.65,17884,United Kingdom,6.6
537420,21094,SET/6 RED SPOTTY PAPER PLATES,36,2010-12-06 15:18:00,0.85,17519,United Kingdom,30.6
537421,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2010-12-06 15:25:00,4.95,17218,United Kingdom,4.95
537421,22533,MAGIC DRAWING SLATE BAKE A CAKE,2,2010-12-06 15:25:00,0.42,17218,United Kingdom,0.84
537421,22865,HAND WARMER OWL DESIGN,2,2010-12-06 15:25:00,2.1,17218,United Kingdom,4.2
537422,22585,PACK OF 6 BIRDY GIFT TAGS,2,2010-12-06 15:27:00,1.25,17812,United Kingdom,2.5
537422,85131A,BEADED PEARL HEART WHITE ON STICK,24,2010-12-06 15:27:00,1.25,17812,United Kingdom,30.0
537424,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-12-06 15:35:00,4.95,15602,United Kingdom,14.85
537428,82484,WOOD BLACK BOARD ANT WHITE FINISH,12,2010-12-06 15:38:00,5.55,17320,United Kingdom,66.6
537429,21791,VINTAGE HEADS AND TAILS CARD GAME,2,2010-12-06 15:54:00,1.25,12748,United Kingdom,2.5
537429,85227,SET OF 6 3D KIT CARDS FOR KIDS,1,2010-12-06 15:54:00,0.85,12748,United Kingdom,0.85
537435,21875,KINGS CHOICE MUG,6,2010-12-06 16:58:00,1.25,17920,United Kingdom,7.5
537440,47566,PARTY BUNTING,1,2010-12-06 17:16:00,4.65,17869,United Kingdom,4.65
537441,21260,FIRST AID TIN,4,2010-12-06 17:26:00,3.25,13564,United Kingdom,13.0
537459,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2010-12-07 09:57:00,1.95,17470,United Kingdom,15.6
537462,21094,SET/6 RED SPOTTY PAPER PLATES,12,2010-12-07 10:06:00,0.85,17228,United Kingdom,10.2
537462,21094,SET/6 RED SPOTTY PAPER PLATES,12,2010-12-07 10:06:00,0.85,17228,United Kingdom,10.2
537463,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,12,2010-12-07 10:08:00,0.85,12681,France,10.2
537463,22037,ROBOT BIRTHDAY CARD,12,2010-12-07 10:08:00,0.42,12681,France,5.04
537463,21238,RED RETROSPOT CUP,16,2010-12-07 10:08:00,0.85,12681,France,13.6
537464,22112,CHOCOLATE HOT WATER BOTTLE,9,2010-12-07 10:14:00,4.95,14907,United Kingdom,44.55
537464,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2010-12-07 10:14:00,3.75,14907,United Kingdom,15.0
537465,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2010-12-07 10:32:00,2.95,17735,United Kingdom,17.7
537468,20725,LUNCH BAG RED RETROSPOT,10,2010-12-07 10:36:00,1.65,12567,France,16.5
537468,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2010-12-07 10:36:00,3.75,12567,France,15.0
537467,22835,HOT WATER BOTTLE I AM SO POORLY,2,2010-12-07 10:36:00,4.65,16059,United Kingdom,9.3
537468,22382,LUNCH BAG SPACEBOY DESIGN,10,2010-12-07 10:36:00,1.65,12567,France,16.5
537472,21801,CHRISTMAS TREE DECORATION WITH BELL,36,2010-12-07 11:11:00,0.42,12971,United Kingdom,15.12
537484,21527,RED RETROSPOT TRADITIONAL TEAPOT,4,2010-12-07 11:30:00,7.95,14733,United Kingdom,31.8
537484,22086,PAPER CHAIN KIT 50'S CHRISTMAS,80,2010-12-07 11:30:00,2.55,14733,United Kingdom,204.0
537484,21259,VICTORIAN SEWING BOX SMALL,24,2010-12-07 11:30:00,4.95,14733,United Kingdom,118.8
537484,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,48,2010-12-07 11:30:00,2.75,14733,United Kingdom,132.0
537489,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,24,2010-12-07 11:33:00,0.85,17017,United Kingdom,20.4
537595,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,3,2010-12-07 12:29:00,4.25,13569,United Kingdom,12.75
537595,84692,BOX OF 24 COCKTAIL PARASOLS,1,2010-12-07 12:29:00,0.42,13569,United Kingdom,0.42
537598,22727,ALARM CLOCK BAKELIKE RED,4,2010-12-07 12:37:00,3.75,14135,United Kingdom,15.0
537601,22294,HEART FILIGREE DOVE  SMALL,6,2010-12-07 12:43:00,1.25,17287,United Kingdom,7.5
537603,22835,HOT WATER BOTTLE I AM SO POORLY,4,2010-12-07 12:49:00,4.65,14673,United Kingdom,18.6
537603,21143,ANTIQUE GLASS HEART DECORATION,12,2010-12-07 12:49:00,1.95,14673,United Kingdom,23.4
537604,84880,WHITE WIRE EGG HOLDER,12,2010-12-07 13:01:00,4.95,13488,United Kingdom,59.4
537604,37449,CERAMIC CAKE STAND + HANGING CAKES,6,2010-12-07 13:01:00,9.95,13488,United Kingdom,59.7
537607,85099F,JUMBO BAG STRAWBERRY,5,2010-12-07 13:18:00,1.95,15965,United Kingdom,9.75
537608,22086,PAPER CHAIN KIT 50'S CHRISTMAS,15,2010-12-07 13:20:00,2.95,15024,United Kingdom,44.25
537609,22189,CREAM HEART CARD HOLDER,8,2010-12-07 13:22:00,3.95,17675,United Kingdom,31.6
537614,22728,ALARM CLOCK BAKELIKE PINK,2,2010-12-07 13:29:00,3.75,16904,United Kingdom,7.5
537614,22727,ALARM CLOCK BAKELIKE RED,3,2010-12-07 13:29:00,3.75,16904,United Kingdom,11.25
537614,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,2,2010-12-07 13:29:00,1.65,16904,United Kingdom,3.3
537615,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2010-12-07 13:30:00,7.95,15898,United Kingdom,15.9
537617,21621,VINTAGE UNION JACK BUNTING,2,2010-12-07 13:45:00,8.5,16086,United Kingdom,17.0
537619,21915,RED  HARMONICA IN BOX,24,2010-12-07 13:53:00,1.25,13786,United Kingdom,30.0
537619,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2010-12-07 13:53:00,2.55,13786,United Kingdom,81.6
537622,15056N,EDWARDIAN PARASOL NATURAL,2,2010-12-07 14:30:00,5.95,13173,United Kingdom,11.9
537623,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,4,2010-12-07 14:31:00,0.85,15858,United Kingdom,3.4
537623,22746,POPPY'S PLAYHOUSE LIVINGROOM,1,2010-12-07 14:31:00,2.1,15858,United Kingdom,2.1
537624,21098,CHRISTMAS TOILET ROLL,1,2010-12-07 14:41:00,1.25,12748,United Kingdom,1.25
537624,21328,BALLOONS  WRITING SET,2,2010-12-07 14:41:00,1.65,12748,United Kingdom,3.3
537626,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2010-12-07 14:57:00,1.25,12347,Iceland,15.0
537626,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,2010-12-07 14:57:00,3.75,12347,Iceland,22.5
537626,85167B,BLACK GRAND BAROQUE PHOTO FRAME,30,2010-12-07 14:57:00,1.25,12347,Iceland,37.5
537627,85049D,BRIGHT BLUES RIBBONS,12,2010-12-07 14:58:00,1.25,14739,United Kingdom,15.0
537628,22867,HAND WARMER BIRD DESIGN,24,2010-12-07 15:02:00,2.1,16293,United Kingdom,50.4
537628,21755,LOVE BUILDING BLOCK WORD,3,2010-12-07 15:02:00,5.95,16293,United Kingdom,17.85
537634,84836,ZINC METAL HEART DECORATION,12,2010-12-07 15:15:00,1.25,16775,United Kingdom,15.0
537646,82494L,WOODEN FRAME ANTIQUE WHITE,1,2010-12-07 15:39:00,2.95,17591,United Kingdom,2.95
537646,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,1,2010-12-07 15:39:00,2.1,17591,United Kingdom,2.1
537646,21212,PACK OF 72 RETROSPOT CAKE CASES,1,2010-12-07 15:39:00,0.55,17591,United Kingdom,0.55
537646,22443,GROW YOUR OWN HERBS SET OF 3,1,2010-12-07 15:39:00,7.95,17591,United Kingdom,7.95
537648,22385,JUMBO BAG SPACEBOY DESIGN,10,2010-12-07 15:48:00,1.95,12839,United Kingdom,19.5
537650,22654,DELUXE SEWING KIT,3,2010-12-07 15:48:00,5.95,16125,United Kingdom,17.85
537650,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2010-12-07 15:48:00,2.95,16125,United Kingdom,35.4
537650,22312,OFFICE MUG WARMER POLKADOT,6,2010-12-07 15:48:00,2.95,16125,United Kingdom,17.7
537648,22197,SMALL POPCORN HOLDER,24,2010-12-07 15:48:00,0.85,12839,United Kingdom,20.4
537653,20963,APPLE BATH SPONGE,6,2010-12-07 15:54:00,1.25,17897,United Kingdom,7.5
537653,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,2,2010-12-07 15:54:00,1.25,17897,United Kingdom,2.5
537665,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,1,2010-12-07 17:19:00,4.95,16365,United Kingdom,4.95
537670,21463,MIRRORED DISCO BALL,2,2010-12-08 09:07:00,5.95,13078,United Kingdom,11.9
537674,82494L,WOODEN FRAME ANTIQUE WHITE,12,2010-12-08 09:51:00,2.95,15628,United Kingdom,35.4
537674,22601,CHRISTMAS RETROSPOT ANGEL WOOD,12,2010-12-08 09:51:00,0.85,15628,United Kingdom,10.2
537683,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2010-12-08 10:14:00,1.25,12921,United Kingdom,30.0
537688,21166,COOK WITH WINE METAL SIGN,12,2010-12-08 10:35:00,1.95,17406,United Kingdom,23.4
537689,22563,HAPPY STENCIL CRAFT,12,2010-12-08 10:36:00,1.25,15750,United Kingdom,15.0
537689,48129,DOORMAT TOPIARY,2,2010-12-08 10:36:00,7.95,15750,United Kingdom,15.9
537690,22708,WRAP DOLLY GIRL,25,2010-12-08 10:38:00,0.42,13983,United Kingdom,10.5
537690,21983,PACK OF 12 BLUE PAISLEY TISSUES,24,2010-12-08 10:38:00,0.29,13983,United Kingdom,6.96
537690,22114,HOT WATER BOTTLE TEA AND SYMPATHY,12,2010-12-08 10:38:00,3.95,13983,United Kingdom,47.4
537692,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2010-12-08 10:40:00,1.45,14796,United Kingdom,5.8
537692,21165,BEWARE OF THE CAT METAL SIGN,24,2010-12-08 10:40:00,1.69,14796,United Kingdom,40.56
537707,22900,SET 2 TEA TOWELS I LOVE LONDON,6,2010-12-08 10:53:00,2.95,14032,United Kingdom,17.7
537707,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,2010-12-08 10:53:00,8.5,14032,United Kingdom,17.0
537738,21479,WHITE SKULL HOT WATER BOTTLE,4,2010-12-08 11:02:00,3.75,17706,United Kingdom,15.0
537738,21790,VINTAGE SNAP CARDS,12,2010-12-08 11:02:00,0.85,17706,United Kingdom,10.2
537754,22348,TEA BAG PLATE RED RETROSPOT,4,2010-12-08 11:16:00,0.85,16081,United Kingdom,3.4
537755,21621,VINTAGE UNION JACK BUNTING,6,2010-12-08 11:31:00,8.5,16525,United Kingdom,51.0
537757,21908,CHOCOLATE THIS WAY METAL SIGN,12,2010-12-08 11:38:00,2.1,17975,United Kingdom,25.2
537757,22671,FRENCH LAUNDRY SIGN BLUE METAL,12,2010-12-08 11:38:00,1.65,17975,United Kingdom,19.8
537762,22867,HAND WARMER BIRD DESIGN,12,2010-12-08 12:01:00,2.1,16558,United Kingdom,25.2
537764,22065,CHRISTMAS PUDDING TRINKET POT,2,2010-12-08 12:06:00,1.45,16893,United Kingdom,2.9
537764,22569,FELTCRAFT CUSHION BUTTERFLY,1,2010-12-08 12:06:00,3.75,16893,United Kingdom,3.75
537764,22077,6 RIBBONS RUSTIC CHARM,1,2010-12-08 12:06:00,1.65,16893,United Kingdom,1.65
537765,90214K,"LETTER ""K"" BLING KEY RING",1,2010-12-08 12:08:00,1.25,14606,United Kingdom,1.25
537765,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2010-12-08 12:08:00,1.45,14606,United Kingdom,1.45
537769,22470,HEART OF WICKER LARGE,1,2010-12-08 12:17:00,2.95,15021,United Kingdom,2.95
537771,22688,DOORMAT PEACE ON EARTH BLUE,10,2010-12-08 12:29:00,6.75,15498,United Kingdom,67.5
537772,21034,REX CASH+CARRY JUMBO SHOPPER,2,2010-12-08 12:35:00,0.95,18043,United Kingdom,1.9
537772,21484,CHICK GREY HOT WATER BOTTLE,1,2010-12-08 12:35:00,3.45,18043,United Kingdom,3.45
537772,21877,HOME SWEET HOME MUG,1,2010-12-08 12:35:00,1.25,18043,United Kingdom,1.25
537773,22326,ROUND SNACK BOXES SET OF4 WOODLAND,4,2010-12-08 12:36:00,2.95,16016,United Kingdom,11.8
537773,21484,CHICK GREY HOT WATER BOTTLE,5,2010-12-08 12:36:00,3.45,16016,United Kingdom,17.25
537773,21891,TRADITIONAL WOODEN SKIPPING ROPE,2,2010-12-08 12:36:00,1.25,16016,United Kingdom,2.5
537773,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2010-12-08 12:36:00,9.95,16016,United Kingdom,9.95
537775,21557,SET OF 6 FUNKY BEAKERS,6,2010-12-08 12:41:00,2.95,17722,United Kingdom,17.7
537775,22986,GINGHAM ROSE WRAP,25,2010-12-08 12:41:00,0.42,17722,United Kingdom,10.5
537775,22359,GLASS JAR KINGS CHOICE,6,2010-12-08 12:41:00,2.95,17722,United Kingdom,17.7
537781,22585,PACK OF 6 BIRDY GIFT TAGS,2,2010-12-08 12:46:00,1.25,17341,United Kingdom,2.5
537781,22556,PLASTERS IN TIN CIRCUS PARADE,1,2010-12-08 12:46:00,1.65,17341,United Kingdom,1.65
537781,22168,ORGANISER WOOD ANTIQUE WHITE,1,2010-12-08 12:46:00,8.5,17341,United Kingdom,8.5
537781,21888,BINGO SET,1,2010-12-08 12:46:00,3.75,17341,United Kingdom,3.75
537781,22294,HEART FILIGREE DOVE  SMALL,2,2010-12-08 12:46:00,1.25,17341,United Kingdom,2.5
537781,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2010-12-08 12:46:00,2.95,17341,United Kingdom,2.95
537789,22777,GLASS CLOCHE LARGE,4,2010-12-08 12:49:00,8.5,14051,United Kingdom,34.0
537792,47420,ASSORTED COLOUR SUCTION CUP HOOK,2,2010-12-08 12:56:00,0.19,16385,United Kingdom,0.38
537793,20712,JUMBO BAG WOODLAND ANIMALS,100,2010-12-08 12:57:00,1.65,15032,United Kingdom,165.0
537793,20725,LUNCH BAG RED RETROSPOT,1,2010-12-08 12:57:00,1.65,15032,United Kingdom,1.65
537794,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2010-12-08 13:01:00,6.75,16713,United Kingdom,27.0
537794,82600,NO SINGING METAL SIGN,2,2010-12-08 13:01:00,2.1,16713,United Kingdom,4.2
537794,22841,ROUND CAKE TIN VINTAGE GREEN,1,2010-12-08 13:01:00,7.95,16713,United Kingdom,7.95
537794,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,1,2010-12-08 13:01:00,4.25,16713,United Kingdom,4.25
537794,21731,RED TOADSTOOL LED NIGHT LIGHT,6,2010-12-08 13:01:00,1.65,16713,United Kingdom,9.9
537794,22713,CARD I LOVE LONDON,12,2010-12-08 13:01:00,0.42,16713,United Kingdom,5.04
537794,82494L,WOODEN FRAME ANTIQUE WHITE,2,2010-12-08 13:01:00,2.95,16713,United Kingdom,5.9
537795,22467,GUMBALL COAT RACK,6,2010-12-08 13:03:00,2.55,17213,United Kingdom,15.3
537799,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-08 13:07:00,0.95,15916,United Kingdom,0.95
537800,72132,COLUMBIAN CUBE CANDLE,6,2010-12-08 13:08:00,1.95,12748,United Kingdom,11.7
537802,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,4,2010-12-08 13:11:00,4.25,13455,United Kingdom,17.0
537802,21055,TOOL BOX SOFT TOY,2,2010-12-08 13:11:00,8.95,13455,United Kingdom,17.9
537802,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3,2010-12-08 13:11:00,4.95,13455,United Kingdom,14.85
537802,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,2010-12-08 13:11:00,2.95,13455,United Kingdom,17.7
537809,22624,IVORY KITCHEN SCALES,2,2010-12-08 13:28:00,8.5,14217,United Kingdom,17.0
537813,22470,HEART OF WICKER LARGE,6,2010-12-08 13:38:00,2.95,18259,United Kingdom,17.7
537813,22834,HAND WARMER BABUSHKA DESIGN,24,2010-12-08 13:38:00,2.1,18259,United Kingdom,50.4
537818,21156,RETROSPOT CHILDRENS APRON,8,2010-12-08 13:53:00,1.95,12766,Portugal,15.6
537818,22073,RED RETROSPOT STORAGE JAR,4,2010-12-08 13:53:00,3.75,12766,Portugal,15.0
537818,22966,GINGERBREAD MAN COOKIE CUTTER,12,2010-12-08 13:53:00,1.25,12766,Portugal,15.0
537818,47567B,TEA TIME KITCHEN APRON,3,2010-12-08 13:53:00,5.95,12766,Portugal,17.85
537818,21042,RED RETROSPOT APRON,3,2010-12-08 13:53:00,5.95,12766,Portugal,17.85
537818,21107,CREAM SLICE FLANNEL PINK SPOT,6,2010-12-08 13:53:00,2.95,12766,Portugal,17.7
537819,21071,VINTAGE BILLBOARD DRINK ME MUG,24,2010-12-08 13:55:00,1.25,15298,United Kingdom,30.0
537819,22179,SET 10 LIGHTS NIGHT OWL,6,2010-12-08 13:55:00,6.75,15298,United Kingdom,40.5
537822,22427,ENAMEL FLOWER JUG CREAM,3,2010-12-08 14:22:00,5.95,13523,United Kingdom,17.85
537822,22427,ENAMEL FLOWER JUG CREAM,3,2010-12-08 14:22:00,5.95,13523,United Kingdom,17.85
537822,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2010-12-08 14:22:00,0.42,13523,United Kingdom,10.08
537826,21291,SMALL POLKADOT CHOCOLATE GIFT BAG,16,2010-12-08 14:38:00,0.85,15581,United Kingdom,13.6
537828,22142,CHRISTMAS CRAFT WHITE FAIRY,12,2010-12-08 14:43:00,1.45,15680,United Kingdom,17.4
537829,22423,REGENCY CAKESTAND 3 TIER,6,2010-12-08 14:46:00,12.75,15498,United Kingdom,76.5
537830,22469,HEART OF WICKER SMALL,4,2010-12-08 14:46:00,1.65,13649,United Kingdom,6.6
537831,82494L,WOODEN FRAME ANTIQUE WHITE,3,2010-12-08 14:50:00,2.95,17894,United Kingdom,8.85
537836,21790,VINTAGE SNAP CARDS,144,2010-12-08 14:58:00,0.72,14866,United Kingdom,103.68
537837,22187,GREEN CHRISTMAS TREE CARD HOLDER,4,2010-12-08 14:59:00,4.25,13077,United Kingdom,17.0
537840,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2010-12-08 15:03:00,6.35,13531,United Kingdom,12.7
537844,22098,BOUDOIR SQUARE TISSUE BOX,1,2010-12-08 15:17:00,1.25,17999,United Kingdom,1.25
537844,21110,LARGE CAKE TOWEL PINK SPOTS,1,2010-12-08 15:17:00,6.75,17999,United Kingdom,6.75
537850,20723,STRAWBERRY CHARLOTTE BAG,10,2010-12-08 15:38:00,0.85,16722,United Kingdom,8.5
537851,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,72,2010-12-08 15:39:00,1.25,13758,United Kingdom,90.0
537852,22492,MINI PAINT SET VINTAGE,72,2010-12-08 15:56:00,0.65,17340,United Kingdom,46.8
537852,22781,GUMBALL MAGAZINE RACK,6,2010-12-08 15:56:00,7.65,17340,United Kingdom,45.9
537855,22573,STAR WOODEN CHRISTMAS DECORATION,2,2010-12-08 15:59:00,0.85,15996,United Kingdom,1.7
537855,21690,SILVER  CANDLEPOT JARDIN,3,2010-12-08 15:59:00,3.75,15996,United Kingdom,11.25
537859,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,3,2010-12-08 16:11:00,12.75,14030,United Kingdom,38.25
537864,22616,PACK OF 12 LONDON TISSUES,24,2010-12-08 16:34:00,0.29,16700,United Kingdom,6.96
537865,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2010-12-08 16:34:00,0.65,16011,United Kingdom,7.8
537866,21361,LOVE LARGE WOOD LETTERS,18,2010-12-08 16:45:00,10.95,17655,United Kingdom,197.1
537868,22615,PACK OF 12 CIRCUS PARADE TISSUES,48,2010-12-08 16:49:00,0.29,12433,Norway,13.92
537868,22114,HOT WATER BOTTLE TEA AND SYMPATHY,8,2010-12-08 16:49:00,3.95,12433,Norway,31.6
537868,22094,RED RETROSPOT TISSUE BOX,12,2010-12-08 16:49:00,1.25,12433,Norway,15.0
537868,22555,PLASTERS IN TIN STRONGMAN,36,2010-12-08 16:49:00,1.65,12433,Norway,59.4
537871,22561,WOODEN SCHOOL COLOURING SET,2,2010-12-08 17:20:00,1.65,12748,United Kingdom,3.3
537871,21231,SWEETHEART CERAMIC TRINKET BOX,4,2010-12-08 17:20:00,1.25,12748,United Kingdom,5.0
537880,85150,LADIES & GENTLEMEN METAL SIGN,12,2010-12-09 09:14:00,2.55,12963,United Kingdom,30.6
537880,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,2010-12-09 09:14:00,1.25,12963,United Kingdom,15.0
537880,22620,4 TRADITIONAL SPINNING TOPS,12,2010-12-09 09:14:00,1.25,12963,United Kingdom,15.0
537881,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,24,2010-12-09 09:23:00,4.95,15513,United Kingdom,118.8
537884,21116,OWL DOORSTOP,3,2010-12-09 09:30:00,4.95,15694,United Kingdom,14.85
537885,21240,BLUE POLKADOT CUP,8,2010-12-09 09:34:00,0.85,12942,United Kingdom,6.8
537886,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,24,2010-12-09 09:49:00,0.85,15660,United Kingdom,20.4
537886,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2010-12-09 09:49:00,2.95,15660,United Kingdom,23.6
537887,22114,HOT WATER BOTTLE TEA AND SYMPATHY,96,2010-12-09 10:00:00,3.45,18092,United Kingdom,331.2
537888,22748,POPPY'S PLAYHOUSE KITCHEN,6,2010-12-09 10:04:00,2.1,15358,United Kingdom,12.6
537888,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,10,2010-12-09 10:04:00,1.65,15358,United Kingdom,16.5
537889,22834,HAND WARMER BABUSHKA DESIGN,24,2010-12-09 10:04:00,2.1,13319,United Kingdom,50.4
537889,21539,RED RETROSPOT BUTTER DISH,3,2010-12-09 10:04:00,4.95,13319,United Kingdom,14.85
537889,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2010-12-09 10:04:00,1.25,13319,United Kingdom,15.0
537888,22621,TRADITIONAL KNITTING NANCY,12,2010-12-09 10:04:00,1.45,15358,United Kingdom,17.4
537889,21485,RETROSPOT HEART HOT WATER BOTTLE,9,2010-12-09 10:04:00,4.95,13319,United Kingdom,44.55
537891,22960,JAM MAKING SET WITH JARS,6,2010-12-09 10:05:00,4.25,13319,United Kingdom,25.5
537894,22551,PLASTERS IN TIN SPACEBOY,24,2010-12-09 10:16:00,1.65,12621,Germany,39.6
537896,84949,SILVER HANGING T-LIGHT HOLDER,6,2010-12-09 10:33:00,1.65,18071,United Kingdom,9.9
537899,22328,ROUND SNACK BOXES SET OF 4 FRUITS,1488,2010-12-09 10:44:00,2.55,12755,Japan,3794.4
537900,84625A,PINK NEW BAROQUECANDLESTICK CANDLE,4,2010-12-09 10:45:00,2.95,15983,United Kingdom,11.8
537900,22518,CHILDS GARDEN BRUSH BLUE,1,2010-12-09 10:45:00,2.1,15983,United Kingdom,2.1
537915,21915,RED  HARMONICA IN BOX,12,2010-12-09 10:55:00,1.25,12797,Portugal,15.0
537955,82482,WOODEN PICTURE FRAME WHITE FINISH,1,2010-12-09 11:28:00,2.55,16782,United Kingdom,2.55
